Pclass,Age,SibSp,Parch,Fare,Embarked,Female,Male,target
0.8273772438659699,-0.5128840333010463,0.4327933656785018,-0.4736736092984604,-0.5024451714361923,0.5859541426526597,-0.7376951317802901,0.7376951317802901,3.0
-1.5661069258891576,0.6530663380495704,0.4327933656785018,-0.4736736092984604,0.7868452935884461,-1.942303199253005,1.3555735383351193,-1.3555735383351195,1.0
0.8273772438659699,-0.2213964404633921,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,0.5859541426526597,1.3555735383351193,-1.3555735383351195,3.0
-1.5661069258891576,0.4344506434213297,0.4327933656785018,-0.4736736092984604,0.4207302360686478,0.5859541426526597,1.3555735383351193,-1.3555735383351195,1.0
0.8273772438659699,0.4344506434213297,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.5859541426526597,-0.7376951317802901,0.7376951317802901,3.0
0.8273772438659699,-0.36714023688221914,-0.47454519624983954,-0.4736736092984604,-0.47811642890864375,-0.6781745283001727,-0.7376951317802901,0.7376951317802901,3.0
-1.5661069258891576,1.819016709400187,-0.47454519624983954,-0.4736736092984604,0.395813560675251,0.5859541426526597,-0.7376951317802901,0.7376951317802901,1.0
0.8273772438659699,-1.970321997489317,2.2474704895351842,0.7676298785983874,-0.22408312108167944,0.5859541426526597,-0.7376951317802901,0.7376951317802901,3.0
0.8273772438659699,-0.14852454225397857,-0.47454519624983954,2.0089333664952354,-0.4242561406845337,0.5859541426526597,1.3555735383351193,-1.3555735383351195,3.0
-0.3693648410115938,-1.0958592189763545,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,-1.942303199253005,1.3555735383351193,-1.3555735383351195,2.0
0.8273772438659699,-1.8245782010704898,0.4327933656785018,0.7676298785983874,-0.312172377522981,0.5859541426526597,1.3555735383351193,-1.3555735383351195,3.0
-1.5661069258891576,2.110504302237841,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,0.5859541426526597,1.3555735383351193,-1.3555735383351195,1.0
0.8273772438659699,-0.6586278297198733,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0.5859541426526597,-0.7376951317802901,0.7376951317802901,3.0
0.8273772438659699,0.7259382362589839,0.4327933656785018,5.73284383018578,-0.01870931177853076,0.5859541426526597,-0.7376951317802901,0.7376951317802901,3.0
0.8273772438659699,-1.0958592189763545,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,0.5859541426526597,1.3555735383351193,-1.3555735383351195,3.0
